Hyperfind Name,Description,Cost Center,Org Unit,Employment Status,Schedule Group
xBMCN-MICU-Group 1,xBMCN-MICU-Group 1-4004657006 BMCN Group 1,4004657006,Null,Y,BMCN Group 1
xBMCN-MICU-Group 2,xBMCN-MICU-Group 2-4004657006 BMCN Group 2,4004657006,Null,Y,BMCN Group 2
xBMCN-MICU-Group 3,xBMCN-MICU-Group 3-4004657006 BMCN Group 3,4004657006,Null,Y,BMCN Group 3
xBMCN-MICU-Last Group,xBMCN-MICU-Last Group-4004657006 BMCN LAST,4004657006,Null,Y,BMCN LAST
xBMCN-MICU-PERM 1,xBMCN-MICU-PERM 1-4004657006 BMCN PERM,4004657006,Null,Y,BMCN PERM
xBMCN-NCCU-Group 1,xBMCN-NCCU-Group 1-4004957000 BMCN Group 1,4004957000,Null,Y,BMCN Group 1
xBMCN-NCCU-Group 2,xBMCN-NCCU-Group 2-4004957000 BMCN Group 2,4004957000,Null,Y,BMCN Group 2
xBMCN-NCCU-Group 3,xBMCN-NCCU-Group 3-4004957000 BMCN Group 3,4004957000,Null,Y,BMCN Group 3
xBMCN-NCCU-PERM 1,xBMCN-NCCU-PERM 1-4004957000 BMCN PERM,4004957000,Null,Y,BMCN PERM
xBMCN-NICU-Group 1,xBMCN-NICU-Group 1-4005357000 BMCN Group 1,4005357000,Null,Y,BMCN Group 1
xBMCN-NICU-Group 2,xBMCN-NICU-Group 2-4005357000 BMCN Group 2,4005357000,Null,Y,BMCN Group 2
xBMCN-NICU-Group 3,xBMCN-NICU-Group 3-4005357000 BMCN Group 3,4005357000,Null,Y,BMCN Group 3
xBMCN-NICU-Last Group,xBMCN-NICU-Last Group-4005357000 BMCN LAST,4005357000,Null,Y,BMCN LAST
xBMCN-NICU-PERM 1,xBMCN-NICU-PERM 1-4005357000 BMCN PERM,4005357000,Null,Y,BMCN PERM
xBMCN-NNP-Group Perm,xBMCN-NNP-Group Perm-4005350300 BMCN-Perm 1,4005350300,Null,Y,BMCN-Perm 1
xBMCN-NSU-Group 1,xBMCN-NSU-Group 1-4004957001 BMCN Group 1,4004957001,Null,Y,BMCN Group 1
xBMCN-NSU-Group 2,xBMCN-NSU-Group 2-4004957001 BMCN Group 2,4004957001,Null,Y,BMCN Group 2
xBMCN-NSU-Group 3,xBMCN-NSU-Group 3-4004957001 BMCN Group 3,4004957001,Null,Y,BMCN Group 3
xBMCN-NSU-PERM 1,xBMCN-NSU-PERM 1-4004957001 BMCN PERM,4004957001,Null,Y,BMCN PERM
xBMCN-OBGYN-Group 1,xBMCN-OBGYN-Group 1-4006257000 4006257001 4006257002 4006257003 BMCN Group 1,4006257000#4006257001#4006257002#4006257003,Null,Y,BMCN Group 1
xBMCN-OBGYN-Group 2,xBMCN-OBGYN-Group 2-4006257000 4006257001 4006257002 4006257003 BMCN Group 2,4006257000#4006257001#4006257002#4006257003,Null,Y,BMCN Group 2
xBMCN-OBGYN-Group 3,xBMCN-OBGYN-Group 3-4006257000 4006257001 4006257002 4006257003 BMCN Group 3,4006257000#4006257001#4006257002#4006257003,Null,Y,BMCN Group 3
xBMCN-OBGYN-Last Group,xBMCN-OBGYN-Last Group-4006257000 4006257001 4006257002 4006257003 BMCN LAST,4006257000#4006257001#4006257002#4006257003,Null,Y,BMCN LAST
xBMCN-OBGYN-PERM 1,xBMCN-OBGYN-PERM 1-4006257000 4006257001 4006257002 4006257003 BMCN PERM,4006257000#4006257001#4006257002#4006257003,Null,Y,BMCN PERM
xBMCN-OR-Group 1,xBMCN-OR-Group 1-4007257201 BMCN Group 1,4007257201,Null,Y,BMCN Group 1
xBMCN-OR-Group 2,xBMCN-OR-Group 2-4007257201 BMCN Group 2,4007257201,Null,Y,BMCN Group 2
xBMCN-OR-Group 3,xBMCN-OR-Group 3-4007257201 BMCN Group 3,4007257201,Null,Y,BMCN Group 3
xBMCN-OR-Last Group,xBMCN-OR-Last Group-4007257201 BMCN LAST,4007257201,Null,Y,BMCN LAST
xBMCN-OR-PERM 1,xBMCN-OR-PERM 1-4007257201 BMCN PERM,4007257201,Null,Y,BMCN PERM
xBMCN-PACU-Group 1,xBMCN-PACU-Group 1-4003057200 BMCN Group 1,4003057200,Null,Y,BMCN Group 1
xBMCN-PACU-Group 2,xBMCN-PACU-Group 2-4003057200 BMCN Group 2,4003057200,Null,Y,BMCN Group 2
xBMCN-PACU-Group 3,xBMCN-PACU-Group 3-4003057200 BMCN Group 3,4003057200,Null,Y,BMCN Group 3
xBMCN-PACU-Last Group,xBMCN-PACU-Last Group-4003057200 BMCN LAST,4003057200,Null,Y,BMCN LAST
xBMCN-PACU-PERM 1,xBMCN-PACU-PERM 1-4003057200 BMCN PERM,4003057200,Null,Y,BMCN PERM
xBMCN-PCU-Group 1,xBMCN-PCU-Group 1-4004657007 BMCN Group 1,4004657007,Null,Y,BMCN Group 1
xBMCN-PCU-Group 2,xBMCN-PCU-Group 2-4004657007 BMCN Group 2,4004657007,Null,Y,BMCN Group 2
xBMCN-PCU-Group 3,xBMCN-PCU-Group 3-4004657007 BMCN Group 3,4004657007,Null,Y,BMCN Group 3
xBMCN-PCU-PERM 1,xBMCN-PCU-PERM 1-4004657007 BMCN PERM,4004657007,Null,Y,BMCN PERM
xBMCN-Peds-Group 1,xBMCN-Peds-Group 1-BMCN Group 1,Null,Null,Y,BMCN Group 1
xBMCN-Peds-Group 2,xBMCN-Peds-Group 2-BMCN Group 2,Null,Null,Y,BMCN Group 2
xBMCN-Peds-Group 3,xBMCN-Peds-Group 3-BMCN Group 3,Null,Null,Y,BMCN Group 3
xBMCN-Peds-Last Group,xBMCN-Peds-Last Group-BMCN LAST,Null,Null,Y,BMCN LAST
xBMCN-PES-Group 1,xBMCN-PES-Group 1-4004257604 BMCN Group 1,4004257604,Null,Y,BMCN Group 1
xBMCN-SICU-Group 1,xBMCN-SICU-Group 1-4007257002 BMCN Group 1,4007257002,Null,Y,BMCN Group 1
xBMCN-SICU-Group 3,xBMCN-SICU-Group 3-4007257002 BMCN Group 3,4007257002,Null,Y,BMCN Group 3
xBMCN-SICU-PERM 1,xBMCN-SICU-PERM 1-4007257002 BMCN PERM,4007257002,Null,Y,BMCN PERM
xBMCN-Staff Office-Group 1,xBMCN-Staff Office-Group 1-4001350300 BMCN Group 1,4001350300,Null,Y,BMCN Group 1
xBMCN-Staff Office-PERM 1,xBMCN-Staff Office-PERM 1-4001350300 BMCN PERM,4001350300,Null,Y,BMCN PERM
xBMCN-Wenz-Group 1,xBMCN-Wenz-Group 1-4007257004 BMCN Group 1,4007257004,Null,Y,BMCN Group 1
xBMCN-Wenz-Group 2,xBMCN-Wenz-Group 2-4007257004 BMCN Group 2,4007257004,Null,Y,BMCN Group 2
xBMCN-Wenz-PERM 1,xBMCN-Wenz-PERM 1-4007257004 BMCN PERM,4007257004,Null,Y,BMCN PERM
xBMCN-Global Group 1,xBMCN-Global Group 1- BMCN Group 1,Null,Null,Y, BMCN Group 1
xBMCN-Global Group 2,xBMCN-Global Group 2- BMCN Group 2,Null,Null,Y, BMCN Group 2
xBMCN-Global Group 3,xBMCN-Global Group 3- BMCN Group 3,Null,Null,Y, BMCN Group 3
xBMCN-Global LAST,xBMCN-Global LAST- BMCN LAST,Null,Null,Y, BMCN LAST
