Hyperfind Name,Description,Cost Center,Org Unit,Employment Status,Schedule Group
SH-6004008311-CAFETER-PANTRY,SH-6004008311-CAFETER-PANTRY-6004008311,6004008311,Null,Y,Null
SH-6004008318-MEDIA-CONF SVCS,SH-6004008318-MEDIA-CONF SVCS-6004008318,6004008318,Null,Y,Null
SH-6004008330-LAUNDRY-LINEN,SH-6004008330-LAUNDRY-LINEN-6004008330,6004008330,Null,Y,Null
SH-6004008331-LINEN,SH-6004008331-LINEN-6004008331,6004008331,Null,Y,Null
SH-6004008410-PLANT OPERATION,SH-6004008410-PLANT OPERATION-6004008410,6004008410,Null,Y,Null
SH-6004008411-MAINT-ENGIN,SH-6004008411-MAINT-ENGIN-6004008411,6004008411,Null,Y,Null
SH-6004008412-FACILITIES IMPRO,SH-6004008412-FACILITIES IMPRO-6004008412,6004008412,Null,Y,Null
SH-6004008450-HOUSEKEEPING,SH-6004008450-HOUSEKEEPING-6004008450,6004008450,Null,Y,Null
SH-6004008460-DISTRIBUTION,SH-6004008460-DISTRIBUTION-6004008460,6004008460,Null,Y,Null
SH-6004008541-SECURITY,SH-6004008541-SECURITY-6004008541,6004008541,Null,Y,Null
SH-6004008543-TRANSPORTATION,SH-6004008543-TRANSPORTATION-6004008543,6004008543,Null,Y,Null
SH-6004008690-SUPPLY CHAIN,SH-6004008690-SUPPLY CHAIN-6004008690,6004008690,Null,Y,Null
SH-6005108510-ACCOUNTING,SH-6005108510-ACCOUNTING-6005108510,6005108510,Null,Y,Null
SH-6005108516-FINANCE,SH-6005108516-FINANCE-6005108516,6005108516,Null,Y,Null
SH-6005108520-PATIENT ACCTS,SH-6005108520-PATIENT ACCTS-6005108520,6005108520,Null,Y,Null
SH-6005108523-CASH R/D,SH-6005108523-CASH R/D-6005108523,6005108523,Null,Y,Null
SH-6005108524-PAT ACCESS-FCS,SH-6005108524-PAT ACCESS-FCS-6005108524,6005108524,Null,Y,Null
SH-6005108525-PAT ACCESS-ADM,SH-6005108525-PAT ACCESS-ADM-6005108525,6005108525,Null,Y,Null
SH-6005208618-HUMAN RESOURCES,SH-6005208618-HUMAN RESOURCES-6005208618,6005208618,Null,Y,Null
SH-6005208917-HR RECRUITMENT,SH-6005208917-HR RECRUITMENT-6005208917,6005208917,Null,Y,Null
SH-6005308615-TELECOM,SH-6005308615-TELECOM-6005308615,6005308615,Null,Y,Null
SH-6005308621-DATA PROC,SH-6005308621-DATA PROC-6005308621,6005308621,Null,Y,Null
SH-6005308697-INFO SYSTEMS TEC,SH-6005308697-INFO SYSTEMS TEC-6005308697,6005308697,Null,Y,Null
SH-6005408612-COMMUNICATIONS,SH-6005408612-COMMUNICATIONS-6005408612,6005408612,Null,Y,Null
SH-6005408613-PLANNING,SH-6005408613-PLANNING-6005408613,6005408613,Null,Y,Null
SH-6005408614-VOLUNTEERS,SH-6005408614-VOLUNTEERS-6005408614,6005408614,Null,Y,Null
SH-6005408616-GIFT SHOP,SH-6005408616-GIFT SHOP-6005408616,6005408616,Null,Y,Null
SH-6005408627-SAFETY,SH-6005408627-SAFETY-6005408627,6005408627,Null,Y,Null
SH-6005408630-LIFELINE,SH-6005408630-LIFELINE-6005408630,6005408630,Null,Y,Null
SH-6005408636-SUB CALL CENTER,SH-6005408636-SUB CALL CENTER-6005408636,6005408636,Null,Y,Null
SH-6005408658-OASIS MONTGOMERY,SH-6005408658-OASIS MONTGOMERY-6005408658,6005408658,Null,Y,Null
SH-6005408678-HEARTWELL,SH-6005408678-HEARTWELL-6005408678,6005408678,Null,Y,Null
SH-6005408681-OFC PT FAM EXP,SH-6005408681-OFC PT FAM EXP-6005408681,6005408681,Null,Y,Null
SH-6005408710-MEDICAL RECORDS,SH-6005408710-MEDICAL RECORDS-6005408710,6005408710,Null,Y,Null
SH-6005408712-CLINIC DOC IMP,SH-6005408712-CLINIC DOC IMP-6005408712,6005408712,Null,Y,Null
SH-6005505992-BAD DEBT,SH-6005505992-BAD DEBT-6005505992,6005505992,Null,Y,Null
SH-6006106026-STROKE,SH-6006106026-STROKE-6006106026,6006106026,Null,Y,Null
SH-6006106340-ICU,SH-6006106340-ICU-6006106340,6006106340,Null,Y,Null
