Hyperfind Name,Description,Cost Center,Org Unit,Employment Status,Schedule Group
SMH-6301112034-Mammography Phys,Null,6301112034,Null,Y,Null
SMH-6301112544-Pri Care Phys,Null,6301112544,Null,Y,Null
SMH-6301113257-Tho Surg,Null,6301113257,Null,Y,Null
SMH-6304050443-EVS-MB EVS,Null,6304050443,Null,Y,Null
SMH-6306050101-GO-Ops Admin,Null,6306050101,Null,Y,Null
SMH-6306050104-GO-Plant Ops,Null,6306050104,Null,Y,Null
SMH-6306050105-GO-Sales and Marketing,Null,6306050105,Null,Y,Null
SMH-6306050107-GO-Nutrition Services,Null,6306050107,Null,Y,Null
SMH-6306050108-GO-Environmental Services,Null,6306050108,Null,Y,Null
SMH-6306050109-GO-Senior Activities,Null,6306050109,Null,Y,Null
SMH-6306050110-GO-SafeSec,Null,6306050110,Null,Y,Null
SMH-6306050111-GO-Nursing,Null,6306050111,Null,Y,Null
SMH-6306050112-GO-Oasis,Null,6306050112,Null,Y,Null
SMH-6306050113-GO-Assisted Living,Null,6306050113,Null,Y,Null
SMH-All Pharmacy Cost Centers,Null,6301090370#6301090371#6301090372#6301090374,Null,Y,Null
SMH-Endo-Team A,Null,Null,Null,Y,SMH Endo Team A
SMH-Endo-Team B,Null,Null,Null,Y,SMH Endo Team B
SMH-Endo-Team C,Null,Null,Null,Y,SMH Endo Team C
SMH-FCCU-Blue Group,Null,Null,Null,Y,SMH FCCU Blue
SMH-FCCU-Pink Group,Null,Null,Null,Y,SMH FCCU Pink
SMH-FCCU-PRN Group,Null,Null,Null,Y,SMH FCCU PRN
SMH-Infusion Pharm Group,Null,Null,Null,Y,SMH Infusion Pharmacists
SMH-Infusion Tech Group,Null,Null,Null,Y,SMH Infusion Pharmacy Technicians
SMH-L and D -Agency Group,Null,Null,Null,Y, SMH LaborDeliv Agency
SMH-L and D -Blue Group,Null,Null,Null,Y,Null
SMH-L and D -Pink Group,Null,Null,Null,Y, SMH LaborDeliv Pink
SMH-L and D -PRN Group,Null,Null,Null,Y,Null
SMH-MED Onc - Group A,Null,Null,Null,Y, SMH Med Onc - Group A
SMH-MED Onc - Group B,Null,Null,Null,Y,SMH Med Onc - Group B
SMH-MED Onc - Group C,Null,Null,Null,Y,SMH Med Onc - Group C
SMH-WISFloatPool PRN,Null,Null,Null,Y,Null
SMH-WISFloatPool RN,Null,Null,Null,Y,Null
Suburban Behav Health,Null,6001156343,Null,Y,Null
Suburban Hospital - Global,Null,Null,Null,Y,Null
Temporary Labor - Suburban,Null,Null,Null,Y,Null
unit float RNS,Null,Null,Null,Y,Null
xBCC - Burton Vent - Group 1,Null,Null,Null,Y, BMCN Group 1
xBCC - Burton Vent - Group 2,Null,Null,Null,Y, BMCN Group 2
xBCC - Burton Vent - Group 3,Null,Null,Null,Y, BMCN Group 3
xBCC - Burton Vent - Last Group,Null,Null,Null,Y, BMCN LAST
xBCC - Burton Vent - PERM 1,Null,Null,Null,Y, BMCN PERM
xBCC - Float - PERM 1,Null,Null,Null,Y,Null
xBCC - MBU - Group 1,Null,Null,Null,Y,BMCN Group 1
xBCC - MBU - Group 2,Null,Null,Null,Y,BMCN Group 2
xBCC - MBU - Group 3,Null,Null,Null,Y,BMCN Group 3
xBCC - MBU - LAST,Null,Null,Null,Y,BMCN LAST
xBCC - MBU - PERM,Null,Null,Null,Y,BMCN PERM
xBCC - Plaza -  Group1,Null,4104657000,Null,Y,BMCN Group 1
xBCC - Plaza - PERM 1,Null,4104657000,Null,Y,BMCN PERM
xBCC - Rehab Unit SHP - Group 1,Null,Null,Null,Y,BMCN Group 1
xBCC - Rehab Unit SHP - Group 2,Null,Null,Null,Y,BMCN Group 2
xBCC - Rehab Unit SHP - Group 3,Null,Null,Null,Y,BMCN Group 3
xBCC - Rehab Unit SHP - LAST,Null,Null,Null,Y,BMCN LAST
xBCC - Rehab Unit SHP - PERM,Null,Null,Null,Y,BMCN PERM
xBCC - RT - Group 3,Null,Null,Null,Y,BMCN Group 3
xBCC - RT - Last Group,Null,4003157402,Null,Y,BMCN LAST
xBCC - RT - PERM 1,Null,4003157402,Null,Y,BMCN PERM
xBCC - RT - Sign Up Group A,Null,Null,Null,Y,Sign up Group A
xBCC - RT - Sign up Group B,Null,Null,Null,Y,Sign up Group B
xBCC - RT - Sign Up Group C,Null,Null,Null,Y, Bayview PRN
xBCC - SHP - PERM 1,Null,Null,Null,Y,BMCN PERM
xBCC - Terrace - PERM 1,Null,Null,Null,Y,BMCN PERM
xBCC - Wound Team - Group 1,Null,Null,Null,Y,BMCN Group 1
xBCC - Wound Team - Group 2,Null,Null,Null,Y,BMCN Group 2
xBCC - Wound Team - Group 3,Null,Null,Null,Y,BMCN Group 3
xBCC - Wound Team - LAST,Null,Null,Null,Y,BMCN LAST
xBCC - Wound Team - PERM 1,Null,Null,Null,Y,BMCN PERM
xBMCN - 6 Surg - Group 1,Null,4007257003,Null,Y,BMCN Group 1
xBMCN - 6 Surg - Group 2,Null,4007257003,Null,Y,BMCN Group 2
xBMCN - 6 Surg - Group 3,Null,4007257003,Null,Y,BMCN Group 3
xBMCN - 6 Surg - Last Group,Null,4007257003,Null,Y,BMCN LAST
xBMCN - 6 Surg - PERM 1,Null,4007257003,Null,Y,BMCN PERM
xBMCN - APU - Group 1,Null,4005757000,Null,Y,BMCN Group 1
xBMCN - APU - Group 2,Null,4005757000,Null,Y,BMCN Group 2
xBMCN - APU - Group 3,Null,4005757000,Null,Y,BMCN Group 3
xBMCN - APU - PERM 1,Null,4005757000,Null,Y,BMCN PERM
xBMCN - ASU - Group 1,Null,4007257200,Null,Y,BMCN Group 1
xBMCN - ASU - Group 2,Null,4007257200,Null,Y,BMCN Group 2
xBMCN - ASU - Group 3,Null,4007257200,Null,Y,BMCN Group 3
xBMCN - ASU - Last Group,Null,4007257200,Null,Y,BMCN LAST
xBMCN - ASU - PERM 1,Null,4007257200,Null,Y,BMCN PERM
xBMCN - BICU - Group 1,Null,4007157000,Null,Y,BMCN Group 1
xBMCN - BICU - Group 2,Null,4007157000,Null,Y,BMCN Group 2
xBMCN - BICU - Group 3,Null,4007157000,Null,Y,BMCN Group 3
xBMCN - BICU - PERM 1,Null,4007157000,Null,Y,BMCN PERM
xBMCN - Burton 4 - Group 1,Null,4004657018,Null,Y,BMCN Group 1
xBMCN - Burton 4 - Group 2,Null,4004657018,Null,Y,BMCN Group 2
xBMCN - Burton 4 - Group 3,Null,4004657018,Null,Y,BMCN Group 3
xBMCN - Burton 4 - Last Group,Null,4004657018,Null,Y,BMCN LAST
xBMCN - Burton 4 - PERM,Null,4004657018,Null,Y,BMCN PERM
xBMCN - BWU - Group 1,Null,4007157001,Null,Y,BMCN Group 1
xBMCN - BWU - Group 2,Null,4007157001,Null,Y,BMCN Group 2
xBMCN - BWU - Group 3,Null,4007157001,Null,Y,BMCN Group 3
xBMCN - BWU - PERM 1,Null,4007157001,Null,Y,BMCN PERM
xBMCN - CBMU - Group 1,Null,4004657010,Null,Y,BMCN Group 1
xBMCN - CBMU - Group 2,Null,4004657010,Null,Y,BMCN Group 2
xBMCN - CBMU - Group 3,Null,4004657010,Null,Y,BMCN Group 3
xBMCN - CBMU - PERM 1,Null,4004657010,Null,Y,BMCN PERM
xBMCN - CDU - Group 1,Null,4004657001,Null,Y,BMCN Group 1
xBMCN - CDU - Group 2,Null,4004657001,Null,Y,BMCN Group 2
xBMCN - CDU - PERM 1,Null,4004657001,Null,Y,BMCN PERM
xBMCN - CDU INTAKE - PERM 1,Null,4004657000,Null,Y,BMCN PERM
xBMCN - CDU OP DETOX - PERM 1,Null,4004657407,Null,Y,BMCN PERM
xBMCN - Cent Sterile - PERM 1,Null,4000450400,Null,Y,BMCN PERM
xBMCN - CICU - Group 1,Null,4004657002,Null,Y,BMCN Group 1
xBMCN - CICU - Group 2,Null,4004657002,Null,Y,BMCN Group 2
xBMCN - CICU - Group 3,Null,4004657002,Null,Y,BMCN Group 3
xBMCN - CICU - Last Group,Null,4004657002,Null,Y,BMCN LAST
xBMCN - CICU - PERM 1,Null,4004657002,Null,Y,BMCN PERM
xBMCN - ED - Group 1,Null,Null,Null,Y,BMCN Group 1
xBMCN - ED - Group 2,Null,Null,Null,Y,BMCN Group 2
xBMCN - ED - Group 3,Null,Null,Null,Y,BMCN Group 3
xBMCN - ED - Last Group,Null,Null,Null,Y,BMCN LAST
xBMCN - ED - PERM 1,Null,Null,Null,Y,BMCN PERM
xBMCN - Escort - Group 1,Null,4000550306,Null,Y,BMCN Group 1
xBMCN - Escort - PERM 1,Null,4000550306,Null,Y,BMCN PERM
xBMCN - Float - Group 1,Null,4001350400#4500150306,Null,Y,BMCN Group 1
xBMCN - Float - Group 2,Null,4001350400#4500150306,Null,Y,BMCN Group 2
xBMCN - Float - Group 3,Null,4001350400#4500150306,Null,Y,BMCN Group 3
xBMCN - Float - Last Group,Null,4001350400#4500150306,Null,Y,BMCN LAST
xBMCN - Float - PERM 1,Null,4001350400#4500150306,Null,Y,BMCN PERM
xBMCN - Med A - Group 1,Null,4004657004,Null,Y,BMCN Group 1
xBMCN - Med A - Group 2,Null,4004657004,Null,Y,BMCN Group 2
xBMCN - Med A - Group 3,Null,4004657004,Null,Y,BMCN Group 3
xBMCN - Med A - Last Group,Null,4004657004,Null,Y,BMCN LAST
xBMCN - Med A - PERM 1,Null,4004657004,Null,Y,BMCN PERM
xBMCN - Med B - Group 1,Null,4004657005,Null,Y,BMCN Group 1
xBMCN - Med B - Group 2,Null,4004657005,Null,Y,BMCN Group 2
xBMCN - Med B - Group 3,Null,4004657005,Null,Y,BMCN Group 3
xBMCN - Med B - Last Group,Null,4004657005,Null,Y,BMCN LAST
xBMCN - Med B - PERM 1,Null,4004657005,Null,Y,BMCN PERM
xBMCN - Med D - Group 1,Null,4004657021,Null,Y,BMCN Group 1
xBMCN - Med D - Group 2,Null,4004657021,Null,Y,BMCN Group 2
xBMCN - Med D - Group 3,Null,4004657021,Null,Y,BMCN Group 3
xBMCN - Med D - Last Group,Null,4004657021,Null,Y,BMCN LAST
xBMCN - Med D - PERM 1,Null,4004657021,Null,Y,BMCN PERM
xBMCN - MICU - Group 1,Null,4004657006,Null,Y,BMCN Group 1
xBMCN - MICU - Group 2,Null,4004657006,Null,Y,BMCN Group 2
xBMCN - MICU - Group 3,Null,4004657006,Null,Y,BMCN Group 3
xBMCN - MICU - Last Group,Null,4004657006,Null,Y,BMCN LAST
xBMCN - MICU - PERM 1,Null,4004657006,Null,Y,BMCN PERM
xBMCN - NCCU - Group 1,Null,4004957000,Null,Y,BMCN Group 1
xBMCN - NCCU - Group 2,Null,4004957000,Null,Y,BMCN Group 2
xBMCN - NCCU - Group 3,Null,4004957000,Null,Y,BMCN Group 3
xBMCN - NCCU - PERM 1,Null,4004957000,Null,Y,BMCN PERM
xBMCN - NICU - Group 1,Null,4005357000,Null,Y,BMCN Group 1
xBMCN - NICU - Group 2,Null,4005357000,Null,Y,BMCN Group 2
xBMCN - NICU - Group 3,Null,4005357000,Null,Y,BMCN Group 3
xBMCN - NICU - Last Group,Null,4005357000,Null,Y,BMCN LAST
xBMCN - NICU - PERM 1,Null,4005357000,Null,Y,BMCN PERM
xBMCN - NNP - Group Perm,Null,4005350300,Null,Y,BMCN - Perm 1
xBMCN - NSU - Group 1,Null,4004957001,Null,Y,BMCN Group 1
xBMCN - NSU - Group 2,Null,4004957001,Null,Y,BMCN Group 2
xBMCN - NSU - Group 3,Null,4004957001,Null,Y,BMCN Group 3
xBMCN - NSU - PERM 1,Null,4004957001,Null,Y,BMCN PERM
xBMCN - OBGYN - Group 1,Null,4006257000#4006257001#4006257002#4006257003,Null,Y,BMCN Group 1
xBMCN - OBGYN - Group 2,Null,4006257000#4006257001#4006257002#4006257003,Null,Y,BMCN Group 2
xBMCN - OBGYN - Group 3,Null,4006257000#4006257001#4006257002#4006257003,Null,Y,BMCN Group 3
xBMCN - OBGYN - Last Group,Null,4006257000#4006257001#4006257002#4006257003,Null,Y,BMCN LAST
xBMCN - OBGYN - PERM 1,Null,4006257000#4006257001#4006257002#4006257003,Null,Y,BMCN PERM
xBMCN - OR - Group 1,Null,4007257201,Null,Y,BMCN Group 1
xBMCN - OR - Group 2,Null,4007257201,Null,Y,BMCN Group 2
xBMCN - OR - Group 3,Null,4007257201,Null,Y,BMCN Group 3
xBMCN - OR - Last Group,Null,4007257201,Null,Y,BMCN LAST
xBMCN - OR - PERM 1,Null,4007257201,Null,Y,BMCN PERM
xBMCN - PACU - Group 1,Null,4003057200,Null,Y,BMCN Group 1
xBMCN - PACU - Group 2,Null,4003057200,Null,Y,BMCN Group 2
xBMCN - PACU - Group 3,Null,4003057200,Null,Y,BMCN Group 3
xBMCN - PACU - Last Group,Null,4003057200,Null,Y,BMCN LAST
xBMCN - PACU - PERM 1,Null,4003057200,Null,Y,BMCN PERM
xBMCN - PCU - Group 1,Null,4004657007,Null,Y,BMCN Group 1
xBMCN - PCU - Group 2,Null,4004657007,Null,Y,BMCN Group 2
xBMCN - PCU - Group 3,Null,4004657007,Null,Y,BMCN Group 3
xBMCN - PCU - PERM 1,Null,4004657007,Null,Y,BMCN PERM
xBMCN - Peds - Group 1,Null,Null,Null,Y,BMCN Group 1
xBMCN - Peds - Group 2,Null,Null,Null,Y,BMCN Group 2
xBMCN - Peds - Group 3,Null,Null,Null,Y,BMCN Group 3
xBMCN - Peds - Last Group,Null,Null,Null,Y,BMCN LAST
xBMCN - PES - Group 1,Null,4004257604,Null,Y,BMCN Group 1
xBMCN - SICU - Group 1,Null,4007257002,Null,Y,BMCN Group 1
xBMCN - SICU - Group 3,Null,4007257002,Null,Y,BMCN Group 3
xBMCN - SICU - PERM 1,Null,4007257002,Null,Y,BMCN PERM
xBMCN - Staff Office - Group 1,Null,4001350300,Null,Y,BMCN Group 1
xBMCN - Staff Office - PERM 1,Null,4001350300,Null,Y,BMCN PERM
xBMCN - Wenz - Group 1,Null,4007257004,Null,Y,BMCN Group 1
xBMCN - Wenz - Group 2,Null,4007257004,Null,Y,BMCN Group 2
xBMCN - Wenz - PERM 1,Null,4007257004,Null,Y,BMCN PERM
xBMCN Global Group 1,Null,Null,Null,Y, BMCN Group 1
xBMCN Global Group 2,Null,Null,Null,Y, BMCN Group 2
xBMCN Global Group 3,Null,Null,Null,Y, BMCN Group 3
xBMCN Global LAST,Null,Null,Null,Y, BMCN LAST
xBMCN Global PERM,Null,Null,Null,Y, BMCN PERM
xHCGH - 1N Group A,Null,6407210000,Null,Y,HCGH Group A
xHCGH - 1N Group B,Null,6407210000,Null,Y,HCGH Group B
xHCGH - 1N Group C,Null,6407210000,Null,Y,HCGH Group C
xHCGH - 1N Group PRN,Null,6407210000,Null,Y,HCGH Group PRN
xHCGH - Social Work ALL,Null,6406122000,Null,Y,Null
xHCGH 2P - Group A,Null,6407120000,Null,Y,HCGH Group A
xHCGH 2P - Group B,Null,6407120000,Null,Y,HCGH Group B
xHCGH 2P - Group C,Null,6407120000,Null,Y,HCGH Group C
xHCGH 2P - Group PRN,Null,6407120000,Null,Y,HCGH Group PRN
xHCGH 2S - Group A,Null,6407125000,Null,Y,HCGH Group A
xHCGH 2S - Group B,Null,6407125000,Null,Y,HCGH Group B
xHCGH 2S - Group C,Null,6407125000,Null,Y,HCGH Group C
xHCGH 2S - Group PRN,Null,6407125000,Null,Y,HCGH Group PRN
xHCGH 3P - Group A,Null,6407130000,Null,Y,HCGH Group A
xHCGH 3P - Group B,Null,6407130000,Null,Y,HCGH Group B
xHCGH 3P - Group C,Null,6407130000,Null,Y,HCGH Group C
xHCGH 3P - Group PRN,Null,6407130000,Null,Y,HCGH Group PRN
xHCGH 4P - Group A,Null,6407140000,Null,Y,HCGH Group A
xHCGH 4P - Group B,Null,6407140000,Null,Y,HCGH Group B
xHCGH 4P - Group C,Null,6407140000,Null,Y,HCGH Group C
xHCGH 4P - Group PRN,Null,6407140000,Null,Y,HCGH Group PRN
xHCGH 4S - Group A,Null,6407240000,Null,Y,HCGH Group A
xHCGH 4S - Group B,Null,6407240000,Null,Y,HCGH Group B
xHCGH 4S - Group C,Null,6407240000,Null,Y,HCGH Group C
xHCGH 4S - Group PRN,Null,6407240000,Null,Y,HCGH Group PRN
xHCGH APU OT - All Groups,Null,6408260000,Null,Y,HCGH Group A# HCGH Group B# HCGH Group C# HCGH Group PRN
xHCGH Cafeteria - Group A,Null,6408920000,Null,Y,HCGH Group A
xHCGH Cafeteria - Group B,Null,6408920000,Null,Y,HCGH Group B
xHCGH Cafeteria - Group C,Null,6408920000,Null,Y,HCGH Group C
xHCGH Cafeteria - Group PRN,Null,6408920000,Null,Y,HCGH Group PRN
xHCGH Cardio Diag - All Groups,Null,6408240000,Null,Y,Null
xHCGH Case Mgmt - All Groups,Null,6406120000,Null,Y,Null
xHCGH Case Mgmt - Group A,Null,6406120000,Null,Y,HCGH Group A
xHCGH Case Mgmt - Group B + C,Null,6406120000,Null,Y,Null
xHCGH Case Mgmt - Group PRN,Null,6406120000,Null,Y,HCGH Group PRN
xHCGH Clinic Peri - Group A,Null,6408835000,Null,Y,HCGH Group A
xHCGH Clinic Peri - Group B,Null,6408835000,Null,Y,HCGH Group B
xHCGH Clinic Peri - Group C,Null,6408835000,Null,Y,HCGH Group C
xHCGH Clinic Peri - Group PRN,Null,6408835000,Null,Y,HCGH Group PRN
xHCGH CMRC - All Groups,Null,6405800000,Null,Y,Null
xHCGH ConstantObserver - Group A,Null,6407071000,Null,Y, HCGH Group A
xHCGH CPO - Group A,Null,6407515000,Null,Y,HCGH Group A
xHCGH CPO - Group B,Null,6407515000,Null,Y,HCGH Group B
xHCGH CPO - Group C,Null,6407515000,Null,Y,HCGH Group C
xHCGH Diagnostic - Group A,Null,6408410000,Null,Y,HCGH Group A
xHCGH Diagnostic - Group B,Null,6408410000,Null,Y,HCGH Group B
xHCGH Diagnostic - Group C,Null,6408410000,Null,Y,HCGH Group C
xHCGH ECHO - All Groups,Null,6408235000,Null,Y,Null
xHCGH ED - All Groups,Null,6407410000,Null,Y,Null
xHCGH ED PEDS - Group A,Null,6407420000#6407424000,Null,Y,HCGH Group A
xHCGH ED PEDS - Group B,Null,6407420000#6407424000,Null,Y,HCGH Group B# HCGH Group C
xHCGH ED PEDS - Group PRN,Null,6407420000#6407424000,Null,Y,HCGH Group PRN
xHCGH EVS - Group A,Null,6406920000,Null,Y,HCGH Group A
xHCGH EVS - Group B,Null,6406920000,Null,Y,HCGH Group B
xHCGH EVS - Group C,Null,6406920000,Null,Y,HCGH Group C
xHCGH EVS - Group PRN,Null,6406920000,Null,Y,HCGH Group PRN
xHCGH HIM - Group A,Null,6406510000,Null,Y,HCGH Group A
xHCGH HIM - Group B,Null,6406510000,Null,Y,HCGH Group B
xHCGH HIM - Group C,Null,6406510000,Null,Y,HCGH Group C
xHCGH HIM - Group PRN,Null,6406510000,Null,Y,HCGH Group PRN
xHCGH ICU - Group A,Null,6407235000,Null,Y,HCGH Group A
xHCGH ICU - Group B,Null,6407235000,Null,Y,HCGH Group B
xHCGH ICU - Group C,Null,6407235000,Null,Y,HCGH Group C
xHCGH ICU - Group PCA,Null,6407235000,Null,Y,HCGH Group PCA
xHCGH ICU - Group PRN,Null,6407235000,Null,Y,HCGH Group PRN
xHCGH Imaging Administration,Null,6408400000,Null,Y,Null
xHCGH IRCV - Group A,Null,6408475000,Null,Y,HCGH Group A
xHCGH IRCV - Group B,Null,6408475000,Null,Y,HCGH Group B
xHCGH IRCV - Group C,Null,6408475000,Null,Y,HCGH Group C
xHCGH IRCV - Group D,Null,6408475000,Null,Y,HCGH Group D
xHCGH IRCV - Group E,Null,6408475000,Null,Y,HCGH Group E
xHCGH IRCV - Group PRN,Null,6408475000,Null,Y,HCGH Group PRN
xHCGH Lactation - All Groups,Null,6407350000,Null,Y,HCGH Group A# HCGH Group B# HCGH Group C
xHCGH Lactation - Group PRN,Null,6407350000,Null,Y,HCGH Group PRN
xHCGH LD - Group A,Null,6407360000,Null,Y,HCGH Group A
xHCGH LD - Group B,Null,6407360000,Null,Y,HCGH Group B
xHCGH LD - Group C,Null,6407360000,Null,Y,HCGH Group C
xHCGH LD - Group PRN,Null,6407360000,Null,Y,HCGH Group PRN
xHCGH MAMMO - All Groups,Null,6408460000,Null,Y,HCGH Group A# HCGH Group B# HCGH Group C
xHCGH MAMMO - Group PRN,Null,6408460000,Null,Y,HCGH Group PRN
xHCGH MCU - All Groups,Null,6407320000,Null,Y,HCGH Group A# HCGH Group B# HCGH Group C
xHCGH MCU - Group PRN,Null,6407320000,Null,Y,HCGH Group PRN
xHCGH MRI - All Groups,Null,6408450000,Null,Y,Null
xHCGH MRI - Group PRN,Null,6408450000,Null,Y,HCGH Group PRN
xHCGH NICU - All Groups,Null,6407340000,Null,Y,Null
xHCGH NICU - Group A,Null,6407340000,Null,Y,HCGH Group A
xHCGH NICU - Group B,Null,6407340000,Null,Y,HCGH Group B
xHCGH NICU - Group C,Null,6407340000,Null,Y,HCGH Group C
xHCGH NICU - Group PRN,Null,6407340000,Null,Y,HCGH Group PRN
xHCGH Nuc Med - All Groups,Null,6408430000,Null,Y,Null
xHCGH OBS - Group A,Null,6407440000,Null,Y,HCGH Group A
xHCGH OBS - Group B,Null,6407440000,Null,Y,HCGH Group B
xHCGH OBS - Group C,Null,6407440000,Null,Y,HCGH Group C
xHCGH OR - Group A,Null,6407520000,Null,Y,HCGH Group A
xHCGH OR - Group B,Null,6407520000,Null,Y,HCGH Group B
xHCGH OR - Group C,Null,6407520000,Null,Y,HCGH Group C
xHCGH PACU - Group A,Null,6407550000,Null,Y,HCGH Group A
xHCGH PACU - Group B,Null,6407550000,Null,Y,HCGH Group B# HCGH Group C
xHCGH PACU - Group C,Null,6407550000,Null,Y,HCGH Group C
xHCGH PACU - Group D,Null,6407550000,Null,Y,HCGH Group D
xHCGH PACU - Group PRN,Null,6407550000,Null,Y,HCGH Group PRN
xHCGH Pastoral - All Groups,Null,6406141000,Null,Y,Null
xHCGH PEDS - Group A,Null,6407310000,Null,Y,HCGH Group A
xHCGH PEDS - Group B,Null,6407310000,Null,Y, HCGH Group B# HCGH Group C
xHCGH PEDS - Group PRN,Null,6407310000,Null,Y,HCGH Group PRN
xHCGH Pharmacy - Group A,Null,6408710000,Null,Y,HCGH Group A
xHCGH Pharmacy - Group B,Null,6408710000,Null,Y,HCGH Group B
xHCGH Pharmacy - Group C,Null,6408710000,Null,Y,HCGH Group C
xHCGH Pharmacy - Group PRN,Null,6408710000,Null,Y,HCGH Group PRN
xHCGH RN Floats - All Groups,Null,6407040000,Null,Y,Null
xHCGH RT - All Groups,Null,6408210000,Null,Y,HCGH Group A# HCGH Group B# HCGH Group C# HCGH Group D# HCGH Group E
xHCGH RT - Group PRN,Null,6408210000,Null,Y,HCGH Group PRN
xHCGH SCU - Group A,Null,6407230000,Null,Y,HCGH Group A
xHCGH SCU - Group B,Null,6407230000,Null,Y,HCGH Group B
xHCGH SCU - Group C,Null,6407230000,Null,Y,HCGH Group C
xHCGH SCU - Group PCA,Null,6407230000,Null,Y,HCGH Group PCA
xHCGH SCU - Group PRN,Null,6407230000,Null,Y,HCGH Group PRN
xHCGH TCAS Doc Central - All,Null,4617515000,Null,Y,Null
xHCGH TCAS PACU - Group A,Null,4617555000,Null,Y,HCGH Group A
xHCGH TCAS PACU - Group B,Null,4617555000,Null,Y,HCGH Group B
xHCGH TCAS PACU - Group C,Null,4617555000,Null,Y,HCGH Group C
xHCGH TCAS PACU - Group PRN,Null,4617555000,Null,Y,HCGH Group PRN
xHCGH Transport Group A B C,Null,6408340000,Null,Y,Null
xHCGH Transport Group PRN,Null,6408340000,Null,Y,HCGH Group PRN
xHCGH Ultra - Group A,Null,6408490000,Null,Y,HCGH Group A
xHCGH Ultra - Group B,Null,6408490000,Null,Y,HCGH Group B
xHCGH Ultra - Group C,Null,6408490000,Null,Y,HCGH Group C
xHCGH Ultra - Group PRN,Null,6408490000,Null,Y,HCGH Group PRN
xHCGH Ultra Peri - Group A,Null,6408493000,Null,Y,HCGH Group A
xHCGH Ultra Peri - Group B,Null,6408493000,Null,Y,HCGH Group B
xHCGH Ultra Peri - Group C,Null,6408493000,Null,Y,HCGH Group C
xHCGH Ultra Peri - Group PRN,Null,6408493000,Null,Y,HCGH Group PRN
xHCGH Vascular - Group A,Null,6408495000,Null,Y,HCGH Group A
xHCGH Vascular - Group B,Null,6408495000,Null,Y,HCGH Group B
xHCGH Vascular - Group C,Null,6408495000,Null,Y,HCGH Group C
xHCGH Vascular - Group PRN,Null,6408495000,Null,Y,HCGH Group PRN
xSH Acute Med - Group A,Null,6001116021,Null,Y,SH Group A
xSH Acute Med - Group B,Null,6001116021,Null,Y,SH Group B
xSH Acute Med - Group C,Null,6001116021,Null,Y,SH Group C
xSH Adult Medical - Group A,Null,6001116020,Null,Y,SH Group A
xSH Adult Medical - Group B,Null,6001116020,Null,Y,SH Group B
xSH Adult Medical - Group C,Null,6001116020,Null,Y,SH Group C
xSH Adult Surgical - Group A,Null,6001116015,Null,Y,SH Group A
xSH Adult Surgical - Group B,Null,6001116015,Null,Y,SH Group B
xSH Adult Surgical - Group C,Null,6001116015,Null,Y,SH Group C
xSH ATC Montrose - Group A,Null,6001608675,Null,Y,SH Group A
xSH ATC Montrose - Group B,Null,6001608675,Null,Y,SH Group B
xSH ATC Montrose - Group C,Null,6001608675,Null,Y,SH Group C
xSH Behav Health - Group A,Null,6001156343,Null,Y,SH Group A
xSH Behav Health - Group B,Null,6001156343,Null,Y,SH Group B
xSH Behav Health - Group C,Null,6001156343,Null,Y,SH Group C
xSH Cardiac Rehab - Group A,Null,6002407414,Null,Y,SH Group A
xSH Cardiac Rehab - Group B,Null,6002407414,Null,Y,SH Group B
xSH Cardiac Rehab - Group C,Null,6002407414,Null,Y,SH Group C
xSH Care Coord - Group A,Null,6001508350,Null,Y,SH Group A
xSH Care Coord - Group B,Null,6001508350,Null,Y,SH Group B
xSH Care Coord - Group C,Null,6001508350,Null,Y,SH Group C
xSH Cath Lab - Group A,Null,6002407456,Null,Y,SH Group A
xSH Cath Lab - Group B,Null,6002407456,Null,Y,SH Group B
xSH Cath Lab - Group C,Null,6002407456,Null,Y,SH Group C
xSH CDU - Group A,Null,6001206377,Null,Y,SH Group A
xSH CDU - Group B,Null,6001206377,Null,Y,SH Group B
xSH CDU - Group C,Null,6001206377,Null,Y,SH Group C
xSH Clinic Supp Svc - Group A,Null,6002508752,Null,Y,SH Group A
xSH Clinic Supp Svc - Group B,Null,6002508752,Null,Y,SH Group B
xSH Clinic Supp Svc - Group C,Null,6002508752,Null,Y,SH Group C
xSH Clinical Docum - Group A,Null,6005408712,Null,Y,SH Group A
xSH Clinical Docum - Group B,Null,6005408712,Null,Y,SH Group B
xSH Clinical Docum - Group C,Null,6005408712,Null,Y,SH Group C
xSH Crisis Intervent - Group A,Null,6001606346,Null,Y,SH Group A
xSH Crisis Intervent - Group B,Null,6001606346,Null,Y,SH Group B
xSH Crisis Intervent - Group C,Null,6001606346,Null,Y,SH Group C
xSH CT Scan - Group A,Null,6002207422,Null,Y,SH Group A
xSH CT Scan - Group B,Null,6002207422,Null,Y,SH Group B
xSH CT Scan - Group C,Null,6002207422,Null,Y,SH Group C
xSH CV Short Stay - Group A,Null,6002407450,Null,Y,SH Group A
xSH CV Short Stay - Group B,Null,6002407450,Null,Y,SH Group B
xSH CV Short Stay - Group C,Null,6002407450,Null,Y,SH Group C
xSH CVOR - Group A,Null,6001316363,Null,Y,SH Group A
xSH CVOR - Group B,Null,6001316363,Null,Y,SH Group B
xSH CVOR - Group C,Null,6001316363,Null,Y,SH Group C
xSH Day Treatment - Group A,Null,6001606345,Null,Y,SH Group A
