SHORTNM,VALUETXT
HCGH-6407020000-Nursing Orient,1
HCGH-6407020000-Nursing Orient,HomeAcct
HCGH-6407020000-Nursing Orient,3
HCGH-6407020000-Nursing Orient,$now
HCGH-6407020000-Nursing Orient,EmploymentStatus
HCGH-6407030000-Externs,6407030000
HCGH-6407030000-Externs,1
HCGH-6407030000-Externs,HomeAcct
HCGH-6407030000-Externs,1
HCGH-6407030000-Externs,$now
HCGH-6407030000-Externs,EmploymentStatus
HCGH-6407040000-Floats-worked,IN
HCGH-6407040000-Floats-worked,8371, 8272, 8478, 8820, 8821, 8822, 8823, 9504, 8824, 8826, 8825, 8827
HCGH-6407040000-Floats-worked,com.kronos.wfc.commonapp.hyperfind.shared.ExtSingleColumnConstraintNumberBean.ItemType.WorkedJobHomeOrTransferIn
HCGH-6407040000-Floats-worked,1
HCGH-6407040000-Floats-worked,$now
HCGH-6407040000-Floats-worked,EmploymentStatus
HCGH-6407040000-Nurse Floats,6407040000
HCGH-6407040000-Nurse Floats,1
HCGH-6407040000-Nurse Floats,HomeAcct
HCGH-6407040000-Nurse Floats,1
HCGH-6407040000-Nurse Floats,$now
HCGH-6407040000-Nurse Floats,EmploymentStatus
HCGH-6407041000-Med Surg Float Pool,*
HCGH-6407041000-Med Surg Float Pool,*
HCGH-6407041000-Med Surg Float Pool,HomeAcct
HCGH-6407041000-Med Surg Float Pool,1
HCGH-6407041000-Med Surg Float Pool,*
HCGH-6407041000-Med Surg Float Pool,*
HCGH-6407041000-Med Surg Float Pool,6407041000
HCGH-6407041000-Med Surg Float Pool,*
HCGH-6407041000-Med Surg Float Pool,*
HCGH-6407041000-Med Surg Float Pool,1
HCGH-6407041000-Med Surg Float Pool,$now
HCGH-6407041000-Med Surg Float Pool,UserStatus
HCGH-6407042000-Critical Care Float Pool,1
HCGH-6407042000-Critical Care Float Pool,$now
HCGH-6407042000-Critical Care Float Pool,UserStatus
HCGH-6407042000-Critical Care Float Pool,*
HCGH-6407042000-Critical Care Float Pool,*
HCGH-6407042000-Critical Care Float Pool,HomeAcct
HCGH-6407042000-Critical Care Float Pool,1
HCGH-6407042000-Critical Care Float Pool,*
HCGH-6407042000-Critical Care Float Pool,*
HCGH-6407042000-Critical Care Float Pool,6407042000
HCGH-6407042000-Critical Care Float Pool,*
HCGH-6407042000-Critical Care Float Pool,*
HCGH-6407043000-Maternal Child Float Pool,*
HCGH-6407043000-Maternal Child Float Pool,*
HCGH-6407043000-Maternal Child Float Pool,HomeAcct
HCGH-6407043000-Maternal Child Float Pool,1
HCGH-6407043000-Maternal Child Float Pool,*
HCGH-6407043000-Maternal Child Float Pool,*
HCGH-6407043000-Maternal Child Float Pool,6407043000
HCGH-6407043000-Maternal Child Float Pool,*
HCGH-6407043000-Maternal Child Float Pool,*
HCGH-6407043000-Maternal Child Float Pool,1
HCGH-6407043000-Maternal Child Float Pool,$now
HCGH-6407043000-Maternal Child Float Pool,UserStatus
HCGH-6407044000-Emergency ADulT Float Pool,*
HCGH-6407044000-Emergency ADulT Float Pool,*
HCGH-6407044000-Emergency ADulT Float Pool,HomeAcct
HCGH-6407044000-Emergency ADulT Float Pool,1
HCGH-6407044000-Emergency ADulT Float Pool,*
HCGH-6407044000-Emergency ADulT Float Pool,*
HCGH-6407044000-Emergency ADulT Float Pool,6407044000
HCGH-6407044000-Emergency ADulT Float Pool,*
HCGH-6407044000-Emergency ADulT Float Pool,*
HCGH-6407044000-Emergency ADulT Float Pool,1
HCGH-6407044000-Emergency ADulT Float Pool,$now
HCGH-6407044000-Emergency ADulT Float Pool,UserStatus
HCGH-6407045000-BH Float Pool,*
HCGH-6407045000-BH Float Pool,*
HCGH-6407045000-BH Float Pool,HomeAcct
HCGH-6407045000-BH Float Pool,1
HCGH-6407045000-BH Float Pool,*
HCGH-6407045000-BH Float Pool,*
HCGH-6407045000-BH Float Pool,6407045000
HCGH-6407045000-BH Float Pool,*
HCGH-6407045000-BH Float Pool,*
HCGH-6407045000-BH Float Pool,1
HCGH-6407045000-BH Float Pool,$now
HCGH-6407045000-BH Float Pool,UserStatus
HCGH-6407050000-Continuing Edu,6407050000
HCGH-6407050000-Continuing Edu,1
HCGH-6407050000-Continuing Edu,HomeAcct
HCGH-6407050000-Continuing Edu,1
HCGH-6407050000-Continuing Edu,$now
HCGH-6407050000-Continuing Edu,EmploymentStatus
HCGH-6407070000--Central Monitoing Nurs,*
HCGH-6407070000--Central Monitoing Nurs,*
HCGH-6407070000--Central Monitoing Nurs,HomeAcct
HCGH-6407070000--Central Monitoing Nurs,1
HCGH-6407070000--Central Monitoing Nurs,*
HCGH-6407070000--Central Monitoing Nurs,*
HCGH-6407070000--Central Monitoing Nurs,6407070000
HCGH-6407070000--Central Monitoing Nurs,*
HCGH-6407070000--Central Monitoing Nurs,*
HCGH-6407070000--Central Monitoing Nurs,1
HCGH-6407070000--Central Monitoing Nurs,$now
HCGH-6407070000--Central Monitoing Nurs,UserStatus
HCGH-6407071000-Constant Observer,*
HCGH-6407071000-Constant Observer,*
HCGH-6407071000-Constant Observer,HomeAcct
HCGH-6407071000-Constant Observer,1
HCGH-6407071000-Constant Observer,*
HCGH-6407071000-Constant Observer,*
HCGH-6407071000-Constant Observer,6407071000
HCGH-6407071000-Constant Observer,*
HCGH-6407071000-Constant Observer,*
HCGH-6407071000-Constant Observer,1
HCGH-6407071000-Constant Observer,$now
HCGH-6407071000-Constant Observer,UserStatus
HCGH-6407071000-Constant Observers,1
HCGH-6407071000-Constant Observers,$now
HCGH-6407071000-Constant Observers,EmploymentStatus
HCGH-6407071000-Constant Observers,*
HCGH-6407071000-Constant Observers,*
HCGH-6407071000-Constant Observers,HomeAcct
HCGH-6407071000-Constant Observers,1
HCGH-6407071000-Constant Observers,*
HCGH-6407071000-Constant Observers,*
HCGH-6407071000-Constant Observers,6407071000
HCGH-6407071000-Constant Observers,*
HCGH-6407071000-Constant Observers,*
HCGH-6407120000-2 P Surg,6407120000
HCGH-6407120000-2 P Surg,1
HCGH-6407120000-2 P Surg,HomeAcct
HCGH-6407120000-2 P Surg,3
HCGH-6407120000-2 P Surg,$now
HCGH-6407120000-2 P Surg,EmploymentStatus
HCGH-6407120000-Worked In,6407120000
HCGH-6407120000-Worked In,WorkedAcct
HCGH-6407125000-Flr 2 South,6407125000
HCGH-6407125000-Flr 2 South,1
HCGH-6407125000-Flr 2 South,HomeAcct
HCGH-6407125000-Flr 2 South,3
HCGH-6407125000-Flr 2 South,$now
HCGH-6407125000-Flr 2 South,EmploymentStatus
HCGH-6407125000-Worked In,6407125000
HCGH-6407125000-Worked In,WorkedAcct
HCGH-6407130000-3 P Tele,6407130000
HCGH-6407130000-3 P Tele,1
HCGH-6407130000-3 P Tele,HomeAcct
HCGH-6407130000-3 P Tele,1
HCGH-6407130000-3 P Tele,$now
HCGH-6407130000-3 P Tele,EmploymentStatus
HCGH-6407130000-Worked In,6407130000
HCGH-6407130000-Worked In,WorkedAcct
HCGH-6407140000-Flr 4 Pavilion,6407140000
HCGH-6407140000-Flr 4 Pavilion,1
HCGH-6407140000-Flr 4 Pavilion,HomeAcct
HCGH-6407140000-Flr 4 Pavilion,3
HCGH-6407140000-Flr 4 Pavilion,$now
HCGH-6407140000-Flr 4 Pavilion,EmploymentStatus
HCGH-6407140000-Worked,6407140000
HCGH-6407140000-Worked,WorkedAcct
HCGH-6407210000-Psych,6407210000
HCGH-6407210000-Psych,1
HCGH-6407210000-Psych,HomeAcct
HCGH-6407210000-Psych,1
HCGH-6407210000-Psych,$now
HCGH-6407210000-Psych,EmploymentStatus
HCGH-6407215000-Psych Social W,6407215000
HCGH-6407215000-Psych Social W,1
HCGH-6407215000-Psych Social W,HomeAcct
HCGH-6407215000-Psych Social W,1
HCGH-6407215000-Psych Social W,$now
HCGH-6407215000-Psych Social W,EmploymentStatus
HCGH-6407230000-Flr 3 South,6407230000
HCGH-6407230000-Flr 3 South,1
HCGH-6407230000-Flr 3 South,HomeAcct
HCGH-6407230000-Flr 3 South,3
HCGH-6407230000-Flr 3 South,$now
HCGH-6407230000-Flr 3 South,EmploymentStatus
HCGH-6407230000-Worked In,*
HCGH-6407230000-Worked In,*
HCGH-6407230000-Worked In,6407230000
HCGH-6407230000-Worked In,*
HCGH-6407230000-Worked In,*
HCGH-6407230000-Worked In,*
HCGH-6407230000-Worked In,*
HCGH-6407230000-Worked In,WorkedAcct
HCGH-64072350000-CCU,6407235000
HCGH-64072350000-CCU,1
HCGH-64072350000-CCU,HomeAcct
HCGH-64072350000-CCU,1
HCGH-64072350000-CCU,$now
HCGH-64072350000-CCU,EmploymentStatus
HCGH-6407240000-4 South,1
HCGH-6407240000-4 South,$now
HCGH-6407240000-4 South,EmploymentStatus
HCGH-6407310000-Pediatrics,6407310000
HCGH-6407310000-Pediatrics,1
HCGH-6407310000-Pediatrics,HomeAcct
HCGH-6407310000-Pediatrics,1
HCGH-6407310000-Pediatrics,$now
HCGH-6407310000-Pediatrics,EmploymentStatus
HCGH-6407320000-MCU,6407320000
HCGH-6407320000-MCU,1
HCGH-6407320000-MCU,HomeAcct
HCGH-6407320000-MCU,1
HCGH-6407320000-MCU,$now
HCGH-6407320000-MCU,EmploymentStatus
HCGH-6407330000-Nursery,6407330000
HCGH-6407330000-Nursery,1
HCGH-6407330000-Nursery,HomeAcct
HCGH-6407330000-Nursery,1
HCGH-6407330000-Nursery,$now
HCGH-6407330000-Nursery,EmploymentStatus
HCGH-6407340000-NICU,6407340000
HCGH-6407340000-NICU,WorkedAcct
HCGH-6407340000-NICU,1
HCGH-6407340000-NICU,$now
HCGH-6407340000-NICU,EmploymentStatus
HCGH-6407350000-Lactation,6407350000
HCGH-6407350000-Lactation,1
HCGH-6407350000-Lactation,HomeAcct
HCGH-6407350000-Lactation,1
HCGH-6407350000-Lactation,$now
HCGH-6407350000-Lactation,EmploymentStatus
HCGH-6407360000-Labor+Delivery,6407360000
HCGH-6407360000-Labor+Delivery,1
HCGH-6407360000-Labor+Delivery,HomeAcct
HCGH-6407360000-Labor+Delivery,1
HCGH-6407360000-Labor+Delivery,$now
HCGH-6407360000-Labor+Delivery,EmploymentStatus
HCGH-6407370000-CMFM,6407370000
HCGH-6407370000-CMFM,1
HCGH-6407370000-CMFM,HomeAcct
HCGH-6407370000-CMFM,3
HCGH-6407370000-CMFM,$now
HCGH-6407370000-CMFM,EmploymentStatus
HCGH-6407380000-Audiology,6407380000
HCGH-6407380000-Audiology,1
HCGH-6407380000-Audiology,HomeAcct
HCGH-6407380000-Audiology,1
HCGH-6407380000-Audiology,$now
HCGH-6407380000-Audiology,EmploymentStatus
HCGH-6407410000-Emergency Dept,6407410000
HCGH-6407410000-Emergency Dept,1
HCGH-6407410000-Emergency Dept,HomeAcct
HCGH-6407410000-Emergency Dept,1
HCGH-6407410000-Emergency Dept,$now
HCGH-6407410000-Emergency Dept,EmploymentStatus
HCGH-6407420000-Pediatric Emer,6407420000
HCGH-6407420000-Pediatric Emer,1
HCGH-6407420000-Pediatric Emer,HomeAcct
HCGH-6407420000-Pediatric Emer,1
HCGH-6407420000-Pediatric Emer,$now
HCGH-6407420000-Pediatric Emer,EmploymentStatus
HCGH-6407430000-CX ED Stroke,6407430000
HCGH-6407430000-CX ED Stroke,1
HCGH-6407430000-CX ED Stroke,HomeAcct
HCGH-6407430000-CX ED Stroke,1
HCGH-6407430000-CX ED Stroke,$now
HCGH-6407430000-CX ED Stroke,EmploymentStatus
HCGH-6407440000-Short Stay,6407440000
HCGH-6407440000-Short Stay,1
HCGH-6407440000-Short Stay,HomeAcct
HCGH-6407440000-Short Stay,1
HCGH-6407440000-Short Stay,$now
HCGH-6407440000-Short Stay,EmploymentStatus
HCGH-6407440000-Worked In,6407440000
HCGH-6407440000-Worked In,WorkedAcct
HCGH-6407520000-Operating Room,6407520000
HCGH-6407520000-Operating Room,1
HCGH-6407520000-Operating Room,HomeAcct
HCGH-6407520000-Operating Room,1
HCGH-6407520000-Operating Room,$now
HCGH-6407520000-Operating Room,EmploymentStatus
HCGH-6407530000-Same Day Surg,6407530000
HCGH-6407530000-Same Day Surg,1
HCGH-6407530000-Same Day Surg,HomeAcct
HCGH-6407530000-Same Day Surg,1
HCGH-6407530000-Same Day Surg,$now
HCGH-6407530000-Same Day Surg,EmploymentStatus
HCGH-6407540000-Endoscopy Hosp,6407540000
HCGH-6407540000-Endoscopy Hosp,1
HCGH-6407540000-Endoscopy Hosp,HomeAcct
HCGH-6407540000-Endoscopy Hosp,1
HCGH-6407540000-Endoscopy Hosp,$now
HCGH-6407540000-Endoscopy Hosp,EmploymentStatus
HCGH-6407550000-100 PACU,6407550000
HCGH-6407550000-100 PACU,1
HCGH-6407550000-100 PACU,HomeAcct
HCGH-6407550000-100 PACU,1
HCGH-6407550000-100 PACU,$now
HCGH-6407550000-100 PACU,EmploymentStatus
HCGH-6407550000-400 PACU,6407550000
HCGH-6407550000-400 PACU,1
HCGH-6407550000-400 PACU,HomeAcct
HCGH-6407550000-400 PACU,3
HCGH-6407550000-400 PACU,$now
HCGH-6407550000-400 PACU,EmploymentStatus
HCGH-6407550000-PACU,6407550000
HCGH-6407550000-PACU,1
HCGH-6407550000-PACU,HomeAcct
HCGH-6407550000-PACU,3
HCGH-6407550000-PACU,{ts '2010-07-15 00:00:00.0'}
HCGH-6407550000-PACU,EmploymentStatus
HCGH-6407560000-Aneshesiology,6407560000
HCGH-6407560000-Aneshesiology,1
HCGH-6407560000-Aneshesiology,HomeAcct
HCGH-6407560000-Aneshesiology,1
HCGH-6407560000-Aneshesiology,$now
HCGH-6407560000-Aneshesiology,EmploymentStatus
HCGH-6407570000-Sterile Supply,6407570000
HCGH-6407570000-Sterile Supply,1
HCGH-6407570000-Sterile Supply,HomeAcct
HCGH-6407570000-Sterile Supply,1
HCGH-6407570000-Sterile Supply,$now
HCGH-6407570000-Sterile Supply,EmploymentStatus
HCGH-6408*-Pulmonary Group,6408210000#6408220000#6408225000#6408230000#6408240000#6408245000#6408520000
HCGH-6408*-Pulmonary Group,1
HCGH-6408*-Pulmonary Group,HomeAcct
HCGH-6408*-Pulmonary Group,1
HCGH-6408*-Pulmonary Group,$now
HCGH-6408*-Pulmonary Group,EmploymentStatus
HCGH-6408200000-Outpatient Adm,6408200000
HCGH-6408200000-Outpatient Adm,1
HCGH-6408200000-Outpatient Adm,HomeAcct
HCGH-6408200000-Outpatient Adm,3
HCGH-6408200000-Outpatient Adm,$now
HCGH-6408200000-Outpatient Adm,EmploymentStatus
HCGH-6408210000-Respir Therapy,6408210000
HCGH-6408210000-Respir Therapy,1
HCGH-6408210000-Respir Therapy,HomeAcct
HCGH-6408210000-Respir Therapy,1
HCGH-6408210000-Respir Therapy,$now
HCGH-6408210000-Respir Therapy,EmploymentStatus
HCGH-6408215000-EEG,6408215000
HCGH-6408215000-EEG,1
HCGH-6408215000-EEG,HomeAcct
HCGH-6408215000-EEG,3
HCGH-6408215000-EEG,$now
HCGH-6408215000-EEG,EmploymentStatus
HCGH-6408220000-Pulmonary Func,6408220000
HCGH-6408220000-Pulmonary Func,1
HCGH-6408220000-Pulmonary Func,HomeAcct
HCGH-6408220000-Pulmonary Func,1
HCGH-6408220000-Pulmonary Func,$now
HCGH-6408220000-Pulmonary Func,EmploymentStatus
HCGH-6408225000-EKG,6408225000
HCGH-6408225000-EKG,1
HCGH-6408225000-EKG,HomeAcct
HCGH-6408225000-EKG,1
HCGH-6408225000-EKG,$now
HCGH-6408225000-EKG,EmploymentStatus
HCGH-6408230000-EECP,6408230000
HCGH-6408230000-EECP,1
HCGH-6408230000-EECP,HomeAcct
HCGH-6408230000-EECP,1
HCGH-6408230000-EECP,$now
HCGH-6408230000-EECP,EmploymentStatus
HCGH-6408235000-Echo,6408235000
HCGH-6408235000-Echo,1
HCGH-6408235000-Echo,HomeAcct
HCGH-6408235000-Echo,1
HCGH-6408235000-Echo,$now
HCGH-6408235000-Echo,EmploymentStatus
HCGH-6408240000-Cardiac Diagno,6408240000
HCGH-6408240000-Cardiac Diagno,1
HCGH-6408240000-Cardiac Diagno,HomeAcct
HCGH-6408240000-Cardiac Diagno,1
HCGH-6408240000-Cardiac Diagno,$now
HCGH-6408240000-Cardiac Diagno,EmploymentStatus
HCGH-6408245000-Cardiac Rehab,6408245000
HCGH-6408245000-Cardiac Rehab,1
HCGH-6408245000-Cardiac Rehab,HomeAcct
HCGH-6408245000-Cardiac Rehab,1
HCGH-6408245000-Cardiac Rehab,$now
HCGH-6408245000-Cardiac Rehab,EmploymentStatus
HCGH-6408250000-Physical Ther Inp,6408250000
HCGH-6408250000-Physical Ther Inp,1
HCGH-6408250000-Physical Ther Inp,HomeAcct
HCGH-6408250000-Physical Ther Inp,1
HCGH-6408250000-Physical Ther Inp,$now
HCGH-6408250000-Physical Ther Inp,EmploymentStatus
HCGH-6408250200-Outpatient PT,*
HCGH-6408250200-Outpatient PT,*
HCGH-6408250200-Outpatient PT,HomeAcct
HCGH-6408250200-Outpatient PT,1
HCGH-6408250200-Outpatient PT,*
HCGH-6408250200-Outpatient PT,*
HCGH-6408250200-Outpatient PT,6408250200
HCGH-6408250200-Outpatient PT,*
HCGH-6408250200-Outpatient PT,*
HCGH-6408250200-Outpatient PT,1
HCGH-6408250200-Outpatient PT,$now
HCGH-6408250200-Outpatient PT,EmploymentStatus
HCGH-6408255000- Occ Therapy,6408255000
HCGH-6408255000- Occ Therapy,1
HCGH-6408255000- Occ Therapy,HomeAcct
HCGH-6408255000- Occ Therapy,1
HCGH-6408255000- Occ Therapy,$now
HCGH-6408255000- Occ Therapy,EmploymentStatus
HCGH-6408255200-Outpatient OT,*
HCGH-6408255200-Outpatient OT,*
HCGH-6408255200-Outpatient OT,HomeAcct
HCGH-6408255200-Outpatient OT,1
HCGH-6408255200-Outpatient OT,*
HCGH-6408255200-Outpatient OT,*
HCGH-6408255200-Outpatient OT,6408255200
HCGH-6408255200-Outpatient OT,*
HCGH-6408255200-Outpatient OT,*
HCGH-6408255200-Outpatient OT,1
HCGH-6408255200-Outpatient OT,$now
HCGH-6408255200-Outpatient OT,EmploymentStatus
HCGH-6408260000-Occ Ther Psych,6408260000
HCGH-6408260000-Occ Ther Psych,1
HCGH-6408260000-Occ Ther Psych,HomeAcct
HCGH-6408260000-Occ Ther Psych,1
HCGH-6408260000-Occ Ther Psych,$now
HCGH-6408260000-Occ Ther Psych,EmploymentStatus
HCGH-6408265000-Speech Therapy,6408265000
HCGH-6408265000-Speech Therapy,1
HCGH-6408265000-Speech Therapy,HomeAcct
HCGH-6408265000-Speech Therapy,1
HCGH-6408265000-Speech Therapy,$now
HCGH-6408265000-Speech Therapy,EmploymentStatus
HCGH-6408265200-Outpatient ST,*
HCGH-6408265200-Outpatient ST,*
HCGH-6408265200-Outpatient ST,HomeAcct
HCGH-6408265200-Outpatient ST,1
HCGH-6408265200-Outpatient ST,*
HCGH-6408265200-Outpatient ST,*
HCGH-6408265200-Outpatient ST,6408265200
HCGH-6408265200-Outpatient ST,*
HCGH-6408265200-Outpatient ST,*
HCGH-6408265200-Outpatient ST,1
HCGH-6408265200-Outpatient ST,$now
HCGH-6408265200-Outpatient ST,EmploymentStatus
HCGH-6408310000-Phys+Surg Asst,6408310000
HCGH-6408310000-Phys+Surg Asst,1
HCGH-6408310000-Phys+Surg Asst,HomeAcct
HCGH-6408310000-Phys+Surg Asst,1
HCGH-6408310000-Phys+Surg Asst,$now
HCGH-6408310000-Phys+Surg Asst,EmploymentStatus
HCGH-6408340000-Central Transp,6408340000
HCGH-6408340000-Central Transp,1
HCGH-6408340000-Central Transp,HomeAcct
HCGH-6408340000-Central Transp,1
HCGH-6408340000-Central Transp,$now
HCGH-6408340000-Central Transp,EmploymentStatus
HCGH-6408400000-Imaging Admin,6408400000
HCGH-6408400000-Imaging Admin,1
HCGH-6408400000-Imaging Admin,HomeAcct
HCGH-6408400000-Imaging Admin,3
HCGH-6408400000-Imaging Admin,$now
HCGH-6408400000-Imaging Admin,EmploymentStatus
HCGH-6408410000-Diagnostic Img,6408410000
HCGH-6408410000-Diagnostic Img,1
HCGH-6408410000-Diagnostic Img,HomeAcct
HCGH-6408410000-Diagnostic Img,1
HCGH-6408410000-Diagnostic Img,$now
HCGH-6408410000-Diagnostic Img,EmploymentStatus
HCGH-6408415000-Radiation Onco,6408415000
HCGH-6408415000-Radiation Onco,1
HCGH-6408415000-Radiation Onco,HomeAcct
HCGH-6408415000-Radiation Onco,1
HCGH-6408415000-Radiation Onco,$now
HCGH-6408415000-Radiation Onco,EmploymentStatus
HCGH-6408420000-Cat Scan,6408420000
HCGH-6408420000-Cat Scan,1
HCGH-6408420000-Cat Scan,HomeAcct
HCGH-6408420000-Cat Scan,1
HCGH-6408420000-Cat Scan,$now
HCGH-6408420000-Cat Scan,EmploymentStatus
HCGH-6408430000-Nuclear Med,6408430000
HCGH-6408430000-Nuclear Med,1
HCGH-6408430000-Nuclear Med,HomeAcct
HCGH-6408430000-Nuclear Med,1
HCGH-6408430000-Nuclear Med,$now
HCGH-6408430000-Nuclear Med,EmploymentStatus
HCGH-6408450000-MRI Hospital,6408450000
HCGH-6408450000-MRI Hospital,1
HCGH-6408450000-MRI Hospital,HomeAcct
HCGH-6408450000-MRI Hospital,1
HCGH-6408450000-MRI Hospital,$now
HCGH-6408450000-MRI Hospital,EmploymentStatus
HCGH-6408460000-Mammography,6408460000
HCGH-6408460000-Mammography,1
HCGH-6408460000-Mammography,HomeAcct
HCGH-6408460000-Mammography,1
HCGH-6408460000-Mammography,$now
HCGH-6408460000-Mammography,EmploymentStatus
HCGH-6408470000-Breast Health,6408470000
HCGH-6408470000-Breast Health,1
HCGH-6408470000-Breast Health,HomeAcct
HCGH-6408470000-Breast Health,1
HCGH-6408470000-Breast Health,$now
HCGH-6408470000-Breast Health,EmploymentStatus
HCGH-6408475000-Cardiac Cath,6408475000
HCGH-6408475000-Cardiac Cath,1
HCGH-6408475000-Cardiac Cath,HomeAcct
HCGH-6408475000-Cardiac Cath,1
HCGH-6408475000-Cardiac Cath,$now
HCGH-6408475000-Cardiac Cath,EmploymentStatus
HCGH-6408490000-Ultrasound,6408490000
HCGH-6408490000-Ultrasound,1
HCGH-6408490000-Ultrasound,HomeAcct
HCGH-6408490000-Ultrasound,1
HCGH-6408490000-Ultrasound,$now
HCGH-6408490000-Ultrasound,EmploymentStatus
HCGH-6408493000-Perinatology,6408493000
HCGH-6408493000-Perinatology,1
HCGH-6408493000-Perinatology,HomeAcct
HCGH-6408493000-Perinatology,1
HCGH-6408493000-Perinatology,$now
HCGH-6408493000-Perinatology,EmploymentStatus
HCGH-6408495000-Vascular Lab,6408495000
HCGH-6408495000-Vascular Lab,1
HCGH-6408495000-Vascular Lab,HomeAcct
HCGH-6408495000-Vascular Lab,3
HCGH-6408495000-Vascular Lab,$now
HCGH-6408495000-Vascular Lab,EmploymentStatus
HCGH-6408520000-Anbulatory BGS,6408520000
HCGH-6408520000-Anbulatory BGS,1
HCGH-6408520000-Anbulatory BGS,HomeAcct
HCGH-6408520000-Anbulatory BGS,1
HCGH-6408520000-Anbulatory BGS,$now
HCGH-6408520000-Anbulatory BGS,EmploymentStatus
HCGH-6408710000-Pharmacy,6408710000
HCGH-6408710000-Pharmacy,1
HCGH-6408710000-Pharmacy,HomeAcct
HCGH-6408710000-Pharmacy,1
HCGH-6408710000-Pharmacy,$now
HCGH-6408710000-Pharmacy,EmploymentStatus
HCGH-6408805000-Clinic,6408810000
HCGH-6408805000-Clinic,1
HCGH-6408805000-Clinic,HomeAcct
HCGH-6408805000-Clinic,3
HCGH-6408805000-Clinic,$now
HCGH-6408805000-Clinic,EmploymentStatus
HCGH-6408810000-ClinicInfusion,6408810000
HCGH-6408810000-ClinicInfusion,1
HCGH-6408810000-ClinicInfusion,HomeAcct
HCGH-6408810000-ClinicInfusion,1
HCGH-6408810000-ClinicInfusion,$now
HCGH-6408810000-ClinicInfusion,EmploymentStatus
HCGH-6408815000-Diabetes,6408815000
HCGH-6408815000-Diabetes,1
HCGH-6408815000-Diabetes,HomeAcct
HCGH-6408815000-Diabetes,1
HCGH-6408815000-Diabetes,$now
HCGH-6408815000-Diabetes,EmploymentStatus
HCGH-6408820000-Wound Care,6408820000
HCGH-6408820000-Wound Care,1
HCGH-6408820000-Wound Care,HomeAcct
HCGH-6408820000-Wound Care,1
HCGH-6408820000-Wound Care,$now
HCGH-6408820000-Wound Care,EmploymentStatus
HCGH-6408830000-AC Clinic,6408830000
HCGH-6408830000-AC Clinic,1
HCGH-6408830000-AC Clinic,HomeAcct
HCGH-6408830000-AC Clinic,1
HCGH-6408830000-AC Clinic,$now
HCGH-6408830000-AC Clinic,EmploymentStatus
HCGH-6408845000-Breast Health,6408845000
HCGH-6408845000-Breast Health,1
HCGH-6408845000-Breast Health,HomeAcct
HCGH-6408845000-Breast Health,1
HCGH-6408845000-Breast Health,$now
HCGH-6408845000-Breast Health,EmploymentStatus
HCGH-6408910000-Dietary,6408910000
HCGH-6408910000-Dietary,1
HCGH-6408910000-Dietary,HomeAcct
HCGH-6408910000-Dietary,1
HCGH-6408910000-Dietary,$now
HCGH-6408910000-Dietary,EmploymentStatus
HCGH-6408920000-Cafeteria,6408920000
HCGH-6408920000-Cafeteria,1
HCGH-6408920000-Cafeteria,HomeAcct
HCGH-6408920000-Cafeteria,1
HCGH-6408920000-Cafeteria,$now
HCGH-6408920000-Cafeteria,EmploymentStatus
HCGH-6408930000-Catering,6408930000
HCGH-6408930000-Catering,1
HCGH-6408930000-Catering,HomeAcct
HCGH-6408930000-Catering,1
HCGH-6408930000-Catering,$now
HCGH-6408930000-Catering,EmploymentStatus
HCGH-6408940000-Vending,6408940000
HCGH-6408940000-Vending,1
HCGH-6408940000-Vending,HomeAcct
HCGH-6408940000-Vending,1
HCGH-6408940000-Vending,$now
HCGH-6408940000-Vending,EmploymentStatus
HCGH-6419110000-HHF,6419110000
HCGH-6419110000-HHF,1
HCGH-6419110000-HHF,HomeAcct
HCGH-6419110000-HHF,1
HCGH-6419110000-HHF,$now
HCGH-6419110000-HHF,EmploymentStatus
HCGH-Active Employees,HS30#HS31#HS32
HCGH-Active Employees,1
HCGH-Active Employees,HomeAcct
HCGH-Active Employees,1
HCGH-Active Employees,$now
HCGH-Active Employees,EmploymentStatus
HCGH-Active Employees Payroll,TL1#TL2#TL5
HCGH-Active Employees Payroll,1
HCGH-Active Employees Payroll,HomeAcct
HCGH-Active Kronos WF Managers,SuiteManager
HCGH-Active Kronos WF Managers,HS30#HS31#HS32
HCGH-Active Kronos WF Managers,1
HCGH-Active Kronos WF Managers,HomeAcct
HCGH-All Home,HS30#HS31#HS32
HCGH-All Home,1
HCGH-All Home,HomeAcct
HCGH-All Home,1
HCGH-All Home,$now
HCGH-All Home,EmploymentStatus
HCGH-All Home excl. Main OR,6407520000
HCGH-All Home excl. Main OR,1
HCGH-All Home excl. Main OR,HomeAcct
HCGH-All Home excludes A.McQueen emps,1
HCGH-All Home excludes A.McQueen emps,$now
HCGH-All Home excludes A.McQueen emps,EmploymentStatus
HCGH-All Home excludes A.McQueen emps,=
HCGH-All Home excludes A.McQueen emps,5408356
HCGH-All Home excludes A.McQueen emps,reportsto_filter_item.ItemType.ReportsTo
HCGH-All Home excludes A.McQueen emps,*
HCGH-All Home excludes A.McQueen emps,*
HCGH-All Home excludes A.McQueen emps,HomeAcct
HCGH-All Home excludes A.McQueen emps,1
HCGH-All Home excludes A.McQueen emps,*
HCGH-All Home excludes A.McQueen emps,*
HCGH-All Home excludes A.McQueen emps,6408250211
HCGH-All Home excludes A.McQueen emps,*
HCGH-All Home excludes A.McQueen emps,*
HCGH-All Home excludes A.McQueen emps,IN
